"sex","sit","stand","step","sleep","outcome"
"Female",0.467946587621618,0.130295070375897,0.0283385296910598,0.373419812311426,-0.423860066311693
"Male",0.253716170411358,0.249742923648545,0.0419309438483642,0.454609962091733,-0.481758141981131
"Female",0.468437009237236,0.120870736285065,0.0499881565523617,0.360704097925337,0.5363890842708
"Male",0.329062013589688,0.218233252488262,0.0675173998099532,0.385187334112097,-0.670240312731527
"Female",0.406872764934908,0.13845080542266,0.0268027015464365,0.427873728095996,-0.569022847099011
"Female",0.508605163492139,0.1537375899505,0.0525643949595563,0.285092851597805,0.705023144637234
"Female",0.309920780832474,0.323006639175818,0.102465720534853,0.264606859456856,1.12326873923069
"Female",0.51355799546261,0.114179070899832,0.0443463632182356,0.327916570419323,-0.12901749408842
"Female",0.371832423168379,0.221103091546143,0.0885562302182346,0.318508255067244,0.121841587384888
"Female",0.335042281866206,0.199407628975035,0.0404183546999658,0.425131734458793,-0.239974624532432
"Male",0.496328855429061,0.114989875421051,0.0256454817632237,0.363035787386664,-1.39631878948866
"Female",0.379312489749034,0.182494748389852,0.0791897801151819,0.359002981745932,-0.157799325448916
"Female",0.467286699832799,0.112300555199416,0.0520279169316486,0.368384828036136,-0.462644557729807
"Female",0.38948512988821,0.0891506538505174,0.0284128419861275,0.492951374275145,-0.134004383127269
"Male",0.351419836176822,0.166014568163051,0.0297889521082063,0.452776643551922,-1.17728476398803
"Male",0.594172624367201,0.07190951098033,0.0286579556131993,0.30525990903927,-0.84526247861303
"Male",0.518312009328642,0.135913935817945,0.036767199865624,0.30900685498779,-1.54339633063507
"Male",0.306192913698723,0.20262985751323,0.030424676974352,0.460752551813695,-0.579022343863465
"Female",0.634283631078463,0.0726744923601917,0.0357341922963957,0.25730768426495,-1.33591312386865
"Female",0.325776212114038,0.241742427938148,0.0593821856805115,0.373099174267302,0.0700852493623273
"Female",0.402453366772559,0.139346071971155,0.030755359609485,0.427445201646801,-0.32186261485547
"Male",0.397848229535401,0.192434446474905,0.0832769230089716,0.326440400980723,0.583910760719012
"Female",0.546457647207165,0.0694589287148826,0.0421634389307152,0.341919985147237,0.130464805944191
"Male",0.578683814575348,0.102808128830572,0.0291946043247863,0.289313452269294,-0.663393025625614
"Male",0.335890738784856,0.244940726577633,0.0852614948852509,0.33390703975226,0.459442964270386
"Male",0.305631869754531,0.251185587949759,0.0801060001420349,0.363076542153675,-0.0627272550179561
"Female",0.477320473439374,0.083815824485347,0.0783389655714312,0.360524736503848,0.699354635139798
"Female",0.318779701801078,0.305337976352618,0.0525538364703501,0.323328485375954,0.473683246129931
"Female",0.464410715195346,0.0944706260590492,0.0515817065947327,0.389536952150872,0.329382395155502
"Female",0.352487136930707,0.176310190325702,0.0725571183168509,0.39864555442674,0.633489860797418
"Male",0.516096435439679,0.100096092585453,0.0247129430976025,0.359094528877265,-1.17991710050862
"Male",0.494858071455665,0.0781848798578824,0.0238605358170929,0.403096512869359,-1.7314435677094
"Female",0.575302077348196,0.0316448282310613,0.0288789161450169,0.364174178275726,0.284679870650254
"Female",0.341673125776359,0.143138921979011,0.0571715121203827,0.458016440124247,-0.563350178077483
"Female",0.332868886238846,0.243217863246898,0.0704503988216781,0.353462851692578,-0.0155203844034966
"Female",0.39937977331908,0.16822862361218,0.038890606495351,0.393500996573389,-0.464312609685136
"Female",0.414242071056045,0.189124634244587,0.0644937492916568,0.332139545407711,1.78517664235301
"Male",0.396449744135973,0.138125809639925,0.0788043395024761,0.386620106721625,0.551642091482506
"Male",0.413006566153718,0.148773615147713,0.154605999617199,0.28361381908137,0.464849012144465
"Female",0.462992819309851,0.108172444446991,0.0422315854749558,0.386603150768202,-1.01782255465004
"Male",0.452188791852474,0.157081619118676,0.0714027854236981,0.319326803605152,-0.566106141582496
"Female",0.536215974029476,0.067402849390324,0.0524104564780913,0.343970720102109,-0.143357815712924
"Female",0.440948568946418,0.13740573456716,0.0470111325608419,0.374634563925581,-0.0767522518166452
"Female",0.295297485978846,0.193855359489647,0.0214807143618007,0.489366440169707,-0.319043418496488
"Male",0.489292742857862,0.0968220092167566,0.0436614270322465,0.370223820893135,0.657045798658649
"Female",0.494860262909185,0.132722334148805,0.0389440161544961,0.333473386787514,0.175605126472233
"Female",0.298367532815946,0.237684235981074,0.16016405119727,0.30378418000571,0.931125020694976
"Male",0.42340671939778,0.1708080988897,0.0263474172947994,0.37943776441772,-1.42814141831181
"Female",0.356190375757892,0.136901075490713,0.132807363894491,0.374101184856904,1.02675147379498
"Male",0.455759642025441,0.114719099068006,0.0383614422094907,0.391159816697063,-0.973190672715949
"Female",0.397258396974839,0.151878968968102,0.070015084666153,0.380847549390905,-0.274594385931818
"Female",0.193875169423459,0.411785368666765,0.116267881774289,0.278071580135488,0.732743836940896
"Male",0.315025394880012,0.268626282181256,0.102312434246878,0.314035888691855,0.23179804818807
"Female",0.585946892351322,0.0870351282440974,0.0197530967042385,0.307264882700343,0.695045574970014
"Male",0.309085486445468,0.169031556766278,0.0508040099611499,0.471078946827104,-1.14861141780182
"Female",0.44896832038387,0.118622008851862,0.0588287460929717,0.373580924671297,-1.14381104126742
"Male",0.349663003420701,0.195372852876627,0.0855857031475018,0.36937844055517,-0.402090740566088
"Male",0.578274810871442,0.0497979819546633,0.0245960224604486,0.347331184713446,-0.214705614474944
"Male",0.455238205838842,0.0973012401002085,0.0397773945360423,0.407683159524907,-0.402192522401526
"Male",0.4614529288508,0.150383341567276,0.0413715860992729,0.346792143482651,-0.367324954069557
"Male",0.403750902450811,0.16819600488897,0.068486142836471,0.359566949823749,-0.844302934491077
"Female",0.567398255163264,0.0770454795378284,0.0221897452082299,0.333366520090677,-0.469649891450901
"Female",0.38464895901747,0.219229557976014,0.10346978167835,0.292651701328165,0.541510522560148
"Male",0.543338687564166,0.0899331497906252,0.0167225455807742,0.350005617064434,-1.90451226803431
"Female",0.416164485979115,0.10674430647335,0.0397978883747289,0.437293319172806,-0.238934758940161
"Male",0.515793919054821,0.0852993895755021,0.0395704249874673,0.35933626638221,-0.612439475222025
"Female",0.482865786001168,0.145277740668424,0.0978886020970707,0.273967871233338,0.24114586337674
"Male",0.42429357962759,0.198368904087134,0.0974590359037596,0.279878480381516,0.106773475391529
"Male",0.429781864911873,0.0893342431897771,0.0285156511408637,0.452368240757486,-0.720198469626082
"Female",0.363734663757022,0.152018970785338,0.0918229569650897,0.392423408492551,-0.339765077108615
"Female",0.325877749997577,0.169013038437574,0.125072181379836,0.380037030185012,1.76163566848792
"Female",0.366403406232387,0.148524755388035,0.0468323556377926,0.438239482741786,0.0825831436261293
"Female",0.380946012162646,0.147741916960781,0.0442791699464069,0.427032900930166,-0.374052213963715
"Male",0.333827200170429,0.183009190003496,0.0444585389679207,0.438705070858155,-0.0908364448429657
"Female",0.405221663853755,0.113508422112076,0.0628860278186681,0.418383886215501,-0.457314636965253
"Female",0.337039644708855,0.163773083007777,0.0280317157076408,0.471155556575727,0.196555209036257
"Male",0.397711226529822,0.129446748222844,0.0317450599296584,0.441096965317676,-0.482016639629446
"Male",0.396816479351071,0.256941007569918,0.134660392858125,0.211582120220886,-0.736166915348964
"Female",0.404675787420867,0.116936482464055,0.0192342752402688,0.459153454874809,-1.08193556234623
"Female",0.372882197190661,0.165600712646974,0.0636848012129261,0.397832288949439,-0.0426743441106786
"Female",0.427058214380056,0.0905619204103404,0.102147567037049,0.380232298172555,0.288742130060866
"Female",0.342636040718935,0.255076850684773,0.0662299424762202,0.336057166120071,-0.389590851418792
"Female",0.296101015613843,0.286341894493452,0.0937057050512952,0.32385138484141,0.093936597490366
"Male",0.520637545174937,0.13534902157747,0.0318157275740736,0.31219770567352,-0.437208225719562
"Male",0.433694992074871,0.214334101114499,0.0359160358033418,0.316054871007289,-1.12045992322054
"Female",0.364840905182677,0.20217359136841,0.0516134327587196,0.381372070690194,0.168605761058435
"Male",0.400069447306021,0.144124043638221,0.0413020757397352,0.414504433316023,-0.676515955191967
"Female",0.418680388427076,0.101916974193928,0.0249816302017641,0.454421007177233,0.060506640097518
"Female",0.343647855076965,0.268525026901737,0.0640960318203979,0.3237310862009,0.379015677795019
"Male",0.596346386646234,0.0608557135267895,0.0265215065452457,0.316276393281731,-0.0903267083000742
"Female",0.436953039290338,0.120809084175604,0.0282492552817404,0.413988621252318,-0.616613099006572
"Male",0.454409505147505,0.118766512438347,0.0221658504968293,0.404658131917319,-1.2998003077813
"Male",0.238964893751992,0.177809406163072,0.170751078896774,0.412474621188162,-0.181491861117683
"Female",0.442001534404459,0.116437392505638,0.0282553692902157,0.413305703799687,-0.82380874734599
"Male",0.320131715951974,0.273932319687836,0.0917380451191407,0.31419791924105,0.00740500045658049
"Female",0.391130991550433,0.192052864384431,0.0603293512199343,0.356486792845202,0.081269535053635
"Female",0.466360613383982,0.0821552052705091,0.0228389873394669,0.428645194006042,-0.56972659593274
"Female",0.482878208828607,0.104263160714889,0.0276860322314926,0.385172598225011,-0.403180016634767
"Male",0.542473051938853,0.128690985608552,0.0111412413581253,0.31769472109447,-2.00250233951704
"Female",0.458299509902054,0.0898468093240615,0.035327967839542,0.416525712934342,-0.366371514228365
"Female",0.355414426394013,0.292385621576931,0.0550642401567299,0.297135711872325,0.818771861155507
"Female",0.382046072309941,0.196374757822098,0.185191426338107,0.236387743529854,1.45552842846216
"Female",0.311347862899613,0.314072363351277,0.0855563708628051,0.289023402886305,0.14757638400797
"Male",0.471567007464124,0.0665572719956858,0.0191546824274975,0.442721038112692,0.136411008400439
"Male",0.551399062190221,0.0589560629521791,0.0156910468829322,0.373953827974668,-0.95524806469741
"Male",0.398027062227328,0.125264535335252,0.0865440147517251,0.390164387685695,-1.55492450525059
"Female",0.605943777748131,0.0652363720969618,0.0184612564222075,0.310358593732699,-0.146228421751604
"Female",0.478807584823517,0.180418402974114,0.0368513613510739,0.303922650851295,-0.113989342543435
"Female",0.348827891851505,0.23711730331884,0.0825214109235705,0.331533393906084,0.766754011088848
"Female",0.440753978470447,0.103809664527297,0.0279315440459341,0.427504812956322,0.380016385223833
"Female",0.405533194784027,0.126663266598357,0.0513958523538701,0.416407686263746,-1.0836100958223
"Female",0.426082543951489,0.0878817192975107,0.0279170634869395,0.45811867326406,0.342844245669964
"Female",0.254671205701714,0.297458306280628,0.125371653839454,0.322498834178205,-0.867507816904722
"Female",0.497890102881211,0.0916535434101898,0.0314321541798005,0.379024199528799,0.261034704144034
"Female",0.451164696245556,0.127781269948258,0.0342095110182807,0.386844522787905,0.0152859607257202
"Male",0.545981721310457,0.0602622853910877,0.0434180013401453,0.35033799195831,-0.18468884916412
"Male",0.438158048750642,0.162004584951714,0.0340056730888992,0.365831693208745,-1.73510465777611
"Male",0.375534792743783,0.195022085280112,0.0587728565927481,0.370670265383357,-0.0118030474852314
"Female",0.456641299726925,0.11417169624647,0.0294079203500346,0.399779083676571,-0.13453551626389
"Male",0.493970792942807,0.153274368298076,0.0633392768209451,0.289415561938172,0.444124895838834
"Male",0.381204352459775,0.19192592585234,0.0650564184660745,0.361813303221811,0.558475096348801
"Male",0.503342740805724,0.110118181035237,0.0539864941229717,0.332552584036067,0.00763397816752143
"Male",0.270337650518582,0.359369262450826,0.0909466978722735,0.279346389158318,-0.121235663476451
"Female",0.510218452380829,0.0887049826711708,0.0873718016534508,0.313704763294549,0.971541765711203
"Male",0.450779771443973,0.146341087463656,0.0638455269460991,0.339033614146272,-0.621707496336686
"Female",0.421112199685374,0.117776039719878,0.0579540419831369,0.403157718611611,-0.584802418563424
"Male",0.493204263126455,0.125571449834598,0.0277042851718,0.353520001867147,-0.574984621710495
"Female",0.407781926861771,0.216386643550653,0.083505152877797,0.292326276709779,0.520444094878903
"Male",0.476938029608563,0.0926844550750541,0.0398152772588727,0.39056223805751,0.185165136972956
"Male",0.221752925831759,0.371273313192602,0.0934524002547835,0.313521360720856,0.688259346930592
"Male",0.483122373057268,0.137043354204818,0.0529263851602415,0.326907887577673,-0.765536988785304
"Male",0.344447585119086,0.285283970350965,0.0682874282780633,0.301981016251886,0.579794410263921
"Male",0.296460383671691,0.295672661530527,0.226091170104148,0.181775784693634,0.0964169900600326
"Female",0.377480343070298,0.153189344919069,0.0560714770258057,0.413258834984827,0.404790407900894
"Female",0.400366767256064,0.152647482893703,0.0433583313705245,0.403627418479709,0.970916954691477
"Female",0.520932495277703,0.086947255798952,0.0265374162992787,0.365582832624066,-0.292956742362423
"Male",0.463939813773911,0.0887483438388097,0.0427447629782809,0.404567079408999,-0.865320884697439
"Male",0.538259144685728,0.0715335825179207,0.0231004173912734,0.367106855405078,-1.32471026886318
"Male",0.500488603956887,0.131973115611629,0.0371344618268167,0.330403818604667,-1.07680082833199
"Male",0.461614545618939,0.197195438486301,0.0738483957799117,0.267341620114848,0.186453542128903
"Female",0.320494552271269,0.328670133186748,0.0476447440522375,0.303190570489746,0.475527084212446
"Female",0.444425648649095,0.130492675621012,0.0856746918501191,0.339406983879774,0.0332992210778603
"Female",0.273937255848666,0.241294817416218,0.0341123165306591,0.450655610204457,-0.556435623593388
"Female",0.503214215578774,0.197032976552733,0.0789181271839162,0.220834680684577,0.612117635587837
"Male",0.394141243372275,0.113975357381158,0.0379167328012051,0.453966666445363,-1.03077116505822
"Male",0.54041789385066,0.076844996767284,0.0157902098986693,0.366946899483387,-1.72721665671598
"Female",0.405628010007819,0.1757000163118,0.0791553986338442,0.339516575046536,0.510768183606029
"Female",0.321124567659371,0.319429747130634,0.105407714701806,0.254037970508189,0.105437253735086
"Male",0.331098166128662,0.186156573825763,0.0565412503008205,0.426204009744755,0.396152092567256
"Female",0.396265857191795,0.179009246922141,0.0555896287908633,0.369135267095201,0.28867748585447
"Female",0.296069989381803,0.300177324750335,0.0917435224045154,0.312009163463347,-0.0852407914457955
"Male",0.427654834321093,0.162701513339236,0.0876949321920729,0.321948720147598,0.31456036228072
"Female",0.42690644657151,0.106364741509372,0.0275862176641503,0.439142594254967,0.296709730886455
"Male",0.416435027528923,0.143878018868629,0.0255850652715155,0.414101888330932,-1.8699005667088
"Male",0.398284348184652,0.179297545656164,0.0362717407990471,0.386146365360137,0.455776394340905
"Female",0.478996175051644,0.0909506592222895,0.0588876791459065,0.37116548658016,-0.0227335993714762
"Male",0.447416462662618,0.193481358655451,0.06498257246784,0.294119606214091,-0.363790968843452
"Female",0.320754423749332,0.218572446727594,0.0946187601517016,0.366054369371373,0.299795436068747
"Male",0.270506081892654,0.321910308783335,0.0823897863989704,0.325193822925041,-0.287920592361706
"Male",0.393088010224403,0.208773092907897,0.0286905033528009,0.369448393514899,-1.31654327222107
"Male",0.449436035821551,0.153242365287138,0.0478373025251789,0.349484296366132,-0.39461557024705
"Female",0.472575085950706,0.124773556831111,0.0590169052737583,0.343634451944425,0.382477659378078
"Female",0.356314568267995,0.314130733553209,0.0997826542659571,0.229772043912839,-0.233222771342526
"Female",0.27360918321852,0.154823092746405,0.171220688338254,0.400347035696821,0.787513038204317
"Male",0.397790240493485,0.215755409265236,0.0515921267704957,0.334862223470784,-0.886286462309973
"Female",0.375473464052178,0.211130814183592,0.0511282289538528,0.362267492810378,0.431021711502922
"Female",0.476723845133005,0.117736255505931,0.0560159726286646,0.349523926732399,0.304564993344706
"Male",0.490853689592952,0.117103591916202,0.0239887256352512,0.368053992855595,-0.796438997532559
"Female",0.485241382749897,0.160204457973841,0.0401620655212198,0.314392093755043,0.367987910674437
"Female",0.431192790418376,0.0765020618698432,0.0287630264785064,0.463542121233274,-0.645209410460839
"Female",0.458092392285296,0.116307908668041,0.069578737568481,0.356020961478182,-0.291774744666041
"Female",0.359691811623631,0.235447355932146,0.0947332803563946,0.310127552087828,0.733296886208773
"Female",0.364303104403335,0.212801604769391,0.110089513622298,0.312805777204976,0.944586312562488
"Male",0.415781288155838,0.188228172374111,0.0430987344902766,0.352891804979775,-0.74803406586031
"Female",0.322514150635294,0.267406189915969,0.0544154598351306,0.355664199613606,-0.269362885708191
"Female",0.439051771048555,0.132154397206485,0.03865505314908,0.39013877859588,-0.404709791952686
"Male",0.492644051439763,0.106535352147778,0.0786251080706315,0.322195488341828,0.0599610546257299
